Ag_ppm,Al_per,As_ppm,Ba_ppm,Be_ppm,Bi_ppm,Ca_per,Cd_ppm,Ce_ppm,Co_ppm,Cr_ppm,Cs_ppm,Cu_ppm,Fe_per,Ga_ppm,Ge_ppm,Hf_ppm,K_per,La_ppm,Mg_per,Mn_ppm,Mo_ppm,Na_per,Nb_ppm,Ni_ppm,P_ppm,Pb_ppm,Rb_ppm,Re_ppm,S_per,Sb_ppm,Sc_ppm,Se_ppm,Sn_ppm,Sr_ppm,Ta_ppm,Te_ppm,Th_ppm,Ti_per,Tl_ppm,U_ppm,V_ppm,W_ppm,Y_ppm,Zn_ppm,Zr_ppm,target_Au,is_synthetic,Au_ppm,East,North,Level
1.819,0.7199999999999999,5.180000000000001,93.12999999999998,0.41999999999999993,0.05,0.07,0.05,2.9400000000000004,3.8199999999999994,39.77,5.82,29.259999999999998,1.08,1.92,0.07,0.19,0.19,1.05,0.09,350.8199999999999,0.62,0.05,0.30999999999999994,2.5,52.85000000000001,3.0300000000000002,17.45,0.001,0.02,25.13,2.7799999999999994,0.5,0.19999999999999998,22.48,0.025,0.025,0.24,0.02,0.23000000000000004,0.11,35.35,0.21,0.9300000000000002,10.28,8.839999999999998,0,0,0.006,7540.48,7444.068,1247.0
0.443,4.59,9.470000000000002,317.9,0.42999999999999994,0.33,2.44,0.1,24.550000000000004,8.95,16.730000000000004,4.64,47.75999999999999,3.96,14.189999999999998,0.15,1.58,1.62,12.46,0.41999999999999993,500.44000000000005,7.279999999999999,0.6599999999999999,4.52,2.9199999999999995,483.37999999999977,19.180000000000003,97.10000000000002,0.001,0.25,5.670000000000001,13.339999999999998,0.5,1.54,141.28999999999996,0.26,0.182,2.58,0.30999999999999994,0.71,0.94,102.67999999999996,0.64,9.829999999999998,33.41,59.909999999999975,0,0,0.011,5265.87,6328.584,1308.0
0.2899999999999999,4.29,41.88000000000001,266.8499999999999,0.51,0.07,0.09,0.05,16.08,3.9399999999999995,17.579999999999995,4.43,7.239999999999999,1.69,8.76,0.025,1.77,1.7800000000000002,7.870000000000002,0.23000000000000004,480.2900000000001,3.58,0.06,2.6800000000000006,1.85,381.65999999999997,10.46,113.00000000000003,0.001,0.005,8.02,5.269999999999999,1.01,1.7099999999999997,7.0699999999999985,0.19999999999999998,0.025,2.9600000000000004,0.18,1.18,0.9599999999999999,58.89000000000002,1.08,5.64,21.23,75.43,0,0,0.009,5407.75,8024.675,590.0
0.076,5.0,204.49000000000007,457.84999999999997,0.7199999999999999,0.05,5.529999999999999,0.2899999999999999,34.77,11.990000000000002,4.23,8.850000000000001,7.539999999999999,5.41,11.83,0.14,2.1,2.24,14.859999999999996,0.5,2161.8000000000006,0.7,0.09,6.450000000000001,3.27,644.6599999999997,8.239999999999998,122.46999999999997,0.001,0.4600000000000001,15.640000000000002,7.040000000000001,0.5,0.94,59.840000000000025,0.41999999999999993,0.025,5.869999999999999,0.27,1.15,1.8300000000000003,55.400000000000006,0.9,15.630000000000004,93.11000000000003,86.52999999999997,0,0,0.006,7405.778,8845.406,719.0
0.03,8.66,1.9099999999999997,889.2000000000003,1.46,0.14,2.2299999999999995,0.05,63.590000000000025,4.25,6.880000000000002,8.36,8.48,2.33,16.939999999999998,0.1,1.5900000000000003,2.3,34.61,0.4699999999999999,555.1900000000002,0.26,2.45,7.2299999999999995,1.4700000000000002,406.8799999999999,12.270000000000001,112.09000000000002,0.001,0.04,0.76,5.84,0.5,1.8599999999999999,357.5799999999999,0.58,0.05,8.66,0.24,0.63,2.4100000000000006,29.48,0.76,14.289999999999997,34.82000000000001,52.24000000000001,0,0,0.0025,5823.0,5922.0,1165.0
0.065,5.5600000000000005,0.65,583.3400000000001,1.8999999999999997,0.05,0.56,0.05,23.229999999999997,5.47,12.149999999999999,11.079999999999998,6.38,3.01,15.98,0.06,2.08,2.18,13.880000000000004,0.32,316.66999999999996,0.19999999999999998,0.6000000000000001,7.81,1.79,489.28000000000003,6.800000000000002,114.03000000000003,0.001,0.005,1.8399999999999999,7.65,0.5,1.3799999999999997,60.870000000000026,0.54,0.025,4.68,0.26,0.83,1.4199999999999997,41.39000000000001,1.1,15.85,46.14999999999999,85.70000000000002,0,0,0.0025,6562.195,8529.096,667.0
0.127,8.09,2.3199999999999994,860.51,0.94,0.07,2.2299999999999995,0.05,30.869999999999997,19.92,41.53,10.189999999999998,21.560000000000002,5.3500000000000005,17.46,0.16999999999999998,1.5700000000000003,1.9499999999999997,13.889999999999999,1.79,1003.2599999999995,0.19,2.48,6.999999999999998,17.25,851.8200000000002,5.89,83.55000000000001,0.001,0.02,2.36,16.91,0.5,1.0,269.90000000000003,0.42999999999999994,0.025,2.2,0.48,1.11,0.75,137.05000000000004,1.32,11.949999999999996,76.14000000000001,50.82,0,0,0.0025,7555.0,5115.0,1373.0
0.56,3.6600000000000006,102.61000000000001,125.46000000000002,0.44,0.26,2.4200000000000004,0.38,11.179999999999998,6.490000000000002,30.140000000000004,5.13,64.54999999999998,3.12,8.86,0.05,0.32,0.65,6.24,0.6000000000000001,807.1399999999999,0.45000000000000007,0.41999999999999993,1.8000000000000003,5.3500000000000005,273.36,24.72,42.300000000000004,0.001,0.05,28.080000000000002,5.299999999999999,0.5,0.71,155.51999999999998,0.13,0.025,1.11,0.16,0.55,0.3,55.37999999999998,1.2800000000000002,5.41,64.75,12.440000000000001,0,0,0.0025,7173.931,3507.424,1262.249
2.003,1.65,5.09,65.54000000000002,0.27,0.05,0.05,0.33,3.0599999999999996,2.81,13.779999999999998,2.2299999999999995,33.86,1.02,2.89,0.08,0.28,0.52,1.23,0.19,313.6400000000001,0.78,0.03,0.58,1.82,112.56000000000002,103.13999999999997,34.07,0.001,0.01,21.040000000000003,2.33,0.5,0.33,8.42,0.025,0.20200000000000004,0.5,0.06,0.35,0.19999999999999998,20.97,0.41999999999999993,1.69,157.32999999999996,14.410000000000002,0,0,0.01,6494.224,7362.694,1055.0
0.509,0.94,2.0499999999999994,54.710000000000015,0.27,0.05,15.439999999999996,0.07,3.91,1.34,8.39,2.59,4.279999999999999,0.6000000000000001,1.9799999999999998,0.025,0.22,0.36,2.63,0.14,1002.1699999999997,0.22,0.07,0.37,1.1,70.52000000000002,1.45,24.499999999999996,0.001,0.01,15.56,1.15,0.5,0.1,139.25000000000006,0.025,0.025,0.16999999999999998,0.03,0.24,0.1,11.500000000000002,0.33,1.34,9.839999999999998,3.18,0,0,0.037,6359.0,7629.0,909.0
114.21799999999999,2.58,73.58000000000003,314.61,0.5,53.840000000000025,0.64,799.09,13.11,60.13000000000002,4.52,2.2,10999.999999999993,8.21,5.749999999999999,0.22,0.9500000000000001,0.87,4.8100000000000005,0.30999999999999994,911.7,4.96,0.67,2.4200000000000004,2.13,308.65999999999997,10999.999999999993,37.27000000000001,0.001,11.0,77.48999999999998,2.1399999999999997,47.67999999999999,0.7199999999999999,86.33000000000001,0.16999999999999998,2.879,1.26,0.11,0.37,0.77,21.830000000000002,1.9400000000000002,4.8,10999.999999999993,25.669999999999998,0,0,0.1,17444.0,8340.0,1287.0
0.131,9.349999999999998,11.23,481.27000000000015,0.78,0.24,2.0599999999999996,0.09,28.32,46.01,62.49000000000001,11.649999999999999,98.77000000000001,4.93,21.53,0.14,0.9500000000000001,1.82,13.129999999999997,1.03,835.2799999999997,1.88,0.56,5.13,33.25,830.2700000000003,11.390000000000004,103.73000000000005,0.001,0.03,3.6900000000000004,22.64,0.5,2.09,113.35999999999997,0.36,0.085,2.3199999999999994,0.5900000000000001,0.9,0.6800000000000002,181.03999999999994,1.6699999999999997,15.349999999999996,65.80999999999997,38.39999999999999,0,0,0.0025,5410.541,6352.091,1317.0
0.31699999999999995,7.13,36.480000000000004,1097.2499999999998,1.33,0.19,1.82,0.16,38.099999999999994,7.040000000000001,13.18,7.060000000000001,15.670000000000003,2.33,16.059999999999995,0.07,1.45,2.7699999999999996,19.640000000000004,1.23,682.7399999999999,1.5700000000000003,1.65,5.32,3.6799999999999997,420.1300000000001,24.979999999999997,126.77000000000002,0.001,0.24,2.6400000000000006,7.3500000000000005,0.5,1.82,198.72999999999996,0.41999999999999993,0.279,6.319999999999999,0.19,1.03,1.56,51.260000000000005,0.9200000000000002,16.379999999999995,52.38999999999999,43.519999999999996,0,0,0.019,7077.164,4740.719,1070.0
0.199,0.9500000000000001,8.08,48.67,0.36,0.05,0.03,0.01,2.0599999999999996,1.4,15.860000000000001,2.36,1.72,0.62,2.88,0.06,0.30999999999999994,0.32,1.21,0.07,150.66999999999993,0.27,0.01,0.4699999999999999,1.17,94.40000000000002,2.29,23.639999999999997,0.001,0.005,25.110000000000003,1.65,0.5,0.1,9.369999999999997,0.025,0.025,0.35,0.05,0.24,0.1,27.089999999999996,0.73,1.08,6.26,6.759999999999999,0,0,0.009,7259.886,7654.695,1206.779
0.623,5.29,7.01,29.910000000000007,0.36,1.07,4.709999999999999,0.05,20.259999999999998,1.01,12.030000000000001,2.13,128.23000000000002,9.060000000000002,23.62,0.1,1.11,0.38,11.98,0.45000000000000007,947.9500000000003,5.800000000000001,0.03,7.1400000000000015,0.4,459.6699999999999,16.379999999999995,14.210000000000003,0.001,0.09,11.09,10.84,1.0,2.8400000000000003,169.88000000000005,0.32,0.7729999999999999,3.23,0.38,0.13,1.0,97.36000000000001,0.61,14.030000000000001,19.09,125.28000000000002,0,0,0.04,4903.065,6295.829,1229.0
0.176,8.08,7.739999999999999,420.23000000000013,1.07,0.15,0.73,0.05,44.00999999999999,5.07,5.66,17.37,9.910000000000004,2.9700000000000006,17.579999999999995,0.09,1.9299999999999997,3.59,27.869999999999997,0.61,446.45000000000016,1.27,0.14,6.58,2.31,479.59999999999985,7.43,220.05999999999992,0.001,0.4600000000000001,2.07,6.34,0.5,2.04,39.129999999999995,0.48,0.025,8.89,0.21,2.24,1.77,46.20000000000002,0.18,10.9,38.339999999999996,60.24,0,0,0.0025,4817.645,6132.79,1178.0
0.11,0.54,0.57,106.02999999999996,0.07,0.05,0.6800000000000002,0.55,2.35,2.25,40.27000000000001,0.53,51.650000000000006,0.7,1.63,0.025,0.21,0.1,1.22,0.45000000000000007,399.24,0.27,0.01,0.5900000000000001,4.199999999999999,233.47999999999993,1.96,4.34,0.001,0.005,1.89,0.63,0.5,0.22,13.1,0.025,0.025,0.33999999999999997,0.03,0.05,0.2899999999999999,20.909999999999997,0.19999999999999998,1.14,53.2,5.789999999999999,0,0,0.0025,6411.0,8998.0,553.0
0.005,0.39,10.710000000000004,19.24,0.19,0.4,0.03,0.05,5.19,0.38,27.639999999999997,0.25,3.18,0.44,1.04,0.025,0.58,0.02,2.2199999999999998,0.02,56.38000000000002,0.4600000000000001,0.01,4.22,0.79,46.35000000000001,5.970000000000001,1.58,0.001,0.01,3.7800000000000002,0.7199999999999999,0.5,6.049999999999999,9.940000000000001,0.16,0.332,2.0200000000000005,0.33999999999999997,0.14,0.8500000000000001,16.28,0.64,1.88,5.01,38.52000000000001,0,0,0.0025,10811.044,7179.966,1360.29
0.13,3.43,15.400000000000002,62.339999999999996,0.45000000000000007,0.05,2.17,0.12,15.290000000000001,8.489999999999998,20.289999999999996,4.24,9.479999999999999,2.5300000000000002,8.699999999999998,0.07,0.8500000000000001,0.28,8.909999999999998,0.5,1378.4700000000003,1.9400000000000002,0.03,2.0599999999999996,7.5,321.50999999999993,4.92,17.859999999999996,0.001,0.05,5.16,6.069999999999999,0.5,0.4600000000000001,38.62,0.15,0.025,1.46,0.15,0.22,0.44,70.18999999999998,0.62,10.269999999999998,82.99000000000001,28.569999999999993,0,0,0.007,10782.41,6115.233,1459.0
0.163,3.8599999999999994,22.809999999999995,162.53000000000003,0.71,0.05,0.1,0.16999999999999998,22.17,4.719999999999999,12.790000000000003,6.759999999999999,2.3900000000000006,1.65,9.119999999999997,0.025,1.44,1.6100000000000003,10.3,0.19999999999999998,700.0900000000003,2.59,0.06,2.85,2.16,376.32,10.290000000000003,118.59000000000005,0.001,0.01,7.570000000000002,5.3100000000000005,0.5,0.9500000000000001,7.990000000000001,0.22,0.025,3.7899999999999996,0.19,0.86,1.02,47.449999999999996,2.08,9.869999999999997,41.24999999999999,63.93999999999998,0,0,0.0025,5492.003,8007.473,580.0
0.099,1.3899999999999997,7.01,75.01,0.19999999999999998,0.38,0.08,0.09,24.769999999999996,3.8900000000000006,21.800000000000004,3.27,51.59000000000002,3.0300000000000002,2.45,0.025,0.5900000000000001,0.27,10.679999999999996,0.27,200.52000000000004,0.5900000000000001,0.09,3.1899999999999995,4.93,184.12999999999994,10.669999999999998,12.82,0.001,0.02,16.069999999999997,2.1,0.5,0.6599999999999999,31.749999999999996,0.18,0.025,3.6500000000000004,0.13,0.16,0.54,29.240000000000002,0.8500000000000001,3.13,34.39,31.509999999999998,0,0,0.0025,6277.332,9078.652,596.0
0.25,6.830000000000001,95.18999999999997,147.27999999999997,1.97,2.1200000000000006,0.41999999999999993,0.01,31.289999999999996,2.91,36.49,1.1,9.440000000000001,6.300000000000001,14.030000000000001,0.21,0.8200000000000001,0.33999999999999997,12.519999999999998,1.73,116.31999999999995,7.820000000000001,0.45000000000000007,6.14,5.680000000000001,358.37999999999994,6.14,21.45,0.002,0.05,39.62,14.410000000000002,10.340000000000002,34.14999999999999,70.57999999999998,0.4699999999999999,0.324,7.700000000000002,0.22,0.19999999999999998,1.4,90.10999999999999,2.34,22.949999999999996,18.379999999999995,10.73,0,0,0.009,12449.398,9397.661,1351.71
1.529,5.210000000000001,16.919999999999998,120.74,0.61,1.46,2.8400000000000003,0.05,27.409999999999997,40.660000000000004,19.949999999999996,6.059999999999999,512.1999999999999,14.789999999999997,16.690000000000005,0.19,0.74,1.56,12.300000000000002,1.32,550.3800000000002,2.24,0.4600000000000001,3.7699999999999996,10.469999999999999,532.1599999999999,9.630000000000003,90.10999999999999,0.001,7.720000000000001,1.7400000000000002,10.720000000000002,2.8699999999999997,1.4100000000000001,114.66000000000001,0.2899999999999999,3.1890000000000005,3.4000000000000004,0.27,1.02,0.6599999999999999,98.23999999999998,1.89,11.489999999999998,30.290000000000003,22.069999999999997,0,0,0.028,5073.0,6630.0,1049.0
0.367,2.48,24.58,138.93000000000004,0.41000000000000003,0.05,0.05,0.01,6.839999999999998,3.4000000000000004,20.61,6.390000000000001,17.579999999999995,1.53,6.22,0.025,0.75,1.01,3.32,0.24,322.72000000000014,0.36,0.02,1.45,2.2299999999999995,292.69,3.32,68.27000000000001,0.001,0.005,20.160000000000004,4.94,0.5,0.38,8.08,0.11,0.025,1.13,0.11,0.89,0.30999999999999994,61.44,0.77,3.38,14.900000000000004,29.189999999999994,0,0,0.005,7548.013,7478.601,1244.0
0.038,8.16,0.6800000000000002,795.8,1.02,0.05,2.9400000000000004,0.07,31.710000000000004,20.89,26.299999999999994,7.320000000000001,32.059999999999995,4.82,18.529999999999998,0.11,2.19,1.17,14.52,2.29,712.0,0.16,2.46,6.599999999999998,12.300000000000002,945.2299999999999,4.37,39.82999999999999,0.001,0.05,1.14,19.940000000000005,0.5,1.2400000000000002,440.3599999999999,0.44,0.025,3.22,0.51,0.4,1.12,144.52000000000007,0.56,13.809999999999997,71.78999999999998,73.77000000000001,0,0,0.0025,7891.0,6800.0,1350.0
0.241,3.01,21.790000000000003,172.51000000000005,0.33999999999999997,0.05,0.04,0.05,9.5,2.26,17.21,3.0300000000000002,3.9699999999999998,1.17,6.0,0.025,0.63,1.2,4.6899999999999995,0.14,179.63,2.81,0.03,1.11,1.5700000000000003,201.23000000000005,13.569999999999999,89.92999999999998,0.001,0.01,4.330000000000001,3.5099999999999993,0.5,0.49,3.7899999999999996,0.09,0.025,1.4199999999999997,0.11,0.8500000000000001,0.2899999999999999,34.02000000000001,1.4,2.4100000000000006,10.869999999999997,17.559999999999995,0,0,0.006,5366.878,7888.632,633.0
0.8690000000000001,8.879999999999999,3.14,499.7899999999999,1.33,0.12,5.199999999999999,0.06,43.69,14.050000000000004,44.17999999999999,12.319999999999997,25.599999999999994,4.6499999999999995,24.630000000000003,0.13,2.1100000000000003,1.9799999999999998,20.86,1.85,1064.41,0.65,0.5900000000000001,7.1899999999999995,9.33,945.5499999999998,14.009999999999998,152.64000000000001,0.001,0.9500000000000001,3.7,18.800000000000004,1.0,2.13,130.16999999999996,0.48,0.074,5.61,0.53,1.77,1.16,138.26000000000005,4.94,21.41,69.35999999999997,122.37999999999994,0,0,0.035,4914.8,6713.0,1005.0
0.597,4.93,181.26000000000002,208.36999999999998,0.78,0.08,4.92,0.52,32.55,7.759999999999999,3.7699999999999996,15.450000000000003,43.02000000000001,4.32,9.670000000000002,0.08,2.0299999999999994,1.79,14.729999999999997,0.81,1683.37,0.27,0.06,7.13,2.58,457.40999999999997,60.20999999999999,120.26999999999995,0.001,0.54,64.28999999999998,4.57,0.5,1.34,63.72000000000002,0.42999999999999994,0.025,5.4,0.23000000000000004,1.7099999999999997,0.9599999999999999,40.449999999999996,0.86,15.219999999999999,207.77000000000004,71.92999999999998,0,0,0.01,7390.36,8812.382,690.0
